,order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit
2829,6011,Ca-New-2015-135580,30-12-2015,03-01-2016,Standard Class,CL-12565,TEC-MA-10004002,2548.56,6.0,0.2,286.713
2830,6012,Ca-New-2015-135580,30-12-2015,03-01-2016,Standard Class,CL-12565,OFF-EN-10003296,271.44,3.0,0.0,122.148
2831,6013,Ca-New-2015-135580,30-12-2015,03-01-2016,Standard Class,CL-12565,TEC-PH-10004345,287.88,3.0,0.2,35.985
2832,6014,Ca-New-2016-159016,10-03-2016,11-03-2016,First Class,KF-16285,OFF-PA-10004405,14.9,5.0,0.0,7.152
2833,6015,Ca-New-2016-159016,10-03-2016,11-03-2016,First Class,KF-16285,TEC-PH-10002885,4158.912,8.0,0.2,363.9048
2834,6021,US-2016-156692,13-08-2016,13-08-2016,Same Day,HG-15025,OFF-AP-10002222,17.34,2.0,0.0,4.6818
2835,6022,US-2016-156692,13-08-2016,13-08-2016,Same Day,HG-15025,TEC-AC-10000158,71.98,2.0,0.0,15.1158
2836,6029,Ca-New-2016-157364,19-11-2016,21-11-2016,First Class,LT-17110,OFF-AR-10003752,18.48,2.0,0.2,6.006
2837,6030,US-2016-112970,14-11-2016,15-11-2016,First Class,TB-21250,OFF-AR-10003829,9.84,3.0,0.0,2.8536
2838,6034,Ca-New-2015-130253,14-12-2015,18-12-2015,Standard Class,PP-18955,FUR-FU-10002963,15.24,3.0,0.0,5.1816
2839,6035,US-2015-155369,19-04-2015,25-04-2015,Standard Class,PG-18820,OFF-AP-10002578,19.568,2.0,0.8,-52.8336
2840,6036,US-2015-155369,19-04-2015,25-04-2015,Standard Class,PG-18820,OFF-BI-10003925,310.392,4.0,0.8,-512.1468
2841,6037,Ca-New-2016-131205,04-09-2016,08-09-2016,Standard Class,AA-10645,FUR-FU-10003347,42.6,3.0,0.0,16.614
2842,6038,Ca-New-2016-131205,04-09-2016,08-09-2016,Standard Class,AA-10645,OFF-BI-10000315,113.94,6.0,0.0,54.6912
2843,6039,Ca-New-2016-131205,04-09-2016,08-09-2016,Standard Class,AA-10645,OFF-ST-10002583,129.92,4.0,0.0,5.1968
2844,6040,Ca-New-2016-131205,04-09-2016,08-09-2016,Standard Class,AA-10645,OFF-AR-10003469,5.28,3.0,0.0,2.5344
2845,6043,Ca-New-2016-117912,04-02-2016,08-02-2016,Standard Class,TB-21520,FUR-FU-10002088,14.368,2.0,0.2,3.9512
2846,6046,Ca-New-2015-113215,03-09-2015,08-09-2015,Standard Class,CP-12085,FUR-FU-10002937,238.152,3.0,0.2,89.307
2847,6047,Ca-New-2016-154662,09-06-2016,16-06-2016,Standard Class,BF-11215,FUR-TA-10001771,692.94,3.0,0.0,173.235
2848,6048,Ca-New-2015-105571,07-11-2015,11-11-2015,Standard Class,CP-12340,OFF-BI-10003305,16.146,9.0,0.7,-12.9168
2849,6049,Ca-New-2015-105571,07-11-2015,11-11-2015,Standard Class,CP-12340,OFF-BI-10001359,1345.485,5.0,0.7,-1031.5385
2850,6050,Ca-New-2016-152765,15-06-2016,18-06-2016,First Class,LS-17245,OFF-PA-10000483,173.488,7.0,0.2,54.215
2851,6051,Ca-New-2015-153878,25-04-2015,30-04-2015,Standard Class,TS-21655,OFF-AR-10000658,57.75,5.0,0.0,16.17
2852,6052,Ca-New-2015-153878,25-04-2015,30-04-2015,Standard Class,TS-21655,OFF-AP-10001205,272.4,5.0,0.0,76.272
2853,6053,Ca-New-2016-124016,23-09-2016,26-09-2016,Second Class,JS-15940,OFF-PA-10002586,11.952,3.0,0.2,4.0338
2854,6054,Ca-New-2016-124016,23-09-2016,26-09-2016,Second Class,JS-15940,FUR-FU-10004963,28,4.0,0.2,7.7
2855,6055,Ca-New-2016-124016,23-09-2016,26-09-2016,Second Class,JS-15940,OFF-BI-10002071,12.201,7.0,0.7,-9.7608
2856,6056,Ca-New-2016-113551,18-08-2016,20-08-2016,First Class,NF-18385,OFF-BI-10001617,2.068,1.0,0.8,-3.4122
2857,6057,Ca-New-2016-113551,18-08-2016,20-08-2016,First Class,NF-18385,OFF-PA-10004665,83.84,8.0,0.2,30.392
2858,6060,Ca-New-2014-138072,30-12-2014,03-01-2015,Standard Class,GA-14725,TEC-AC-10004859,27.968,2.0,0.2,6.992
2859,6061,Ca-New-2015-134201,10-04-2015,16-04-2015,Standard Class,EH-14125,OFF-ST-10001476,142.04,4.0,0.0,38.3508
2860,6062,Ca-New-2015-134201,10-04-2015,16-04-2015,Standard Class,EH-14125,OFF-AR-10002804,14.67,3.0,0.0,6.0147
2861,6063,Ca-New-2015-111780,25-12-2015,30-12-2015,Second Class,RA-19285,TEC-CO-10004202,1199.96,5.0,0.2,224.9925
2862,6064,Ca-New-2015-111780,25-12-2015,30-12-2015,Second Class,RA-19285,OFF-PA-10001307,12.6,3.0,0.0,6.174
2863,6065,Ca-New-2015-111780,25-12-2015,30-12-2015,Second Class,RA-19285,OFF-PA-10001667,17.94,3.0,0.0,8.073
2864,6066,Ca-New-2015-119942,05-04-2015,07-04-2015,First Class,TT-21070,OFF-LA-10001569,23.904,6.0,0.2,7.7688
2865,6067,Ca-New-2015-151547,17-01-2015,23-01-2015,Standard Class,AH-10465,OFF-SU-10000898,88.96,8.0,0.2,10.008
2866,6072,Ca-New-2015-120901,31-12-2015,04-01-2016,Standard Class,BG-11035,OFF-ST-10000025,152.688,2.0,0.2,-26.7204
2867,6073,Ca-New-2015-120901,31-12-2015,04-01-2016,Standard Class,BG-11035,OFF-FA-10001561,3.488,2.0,0.2,0.5668
2868,6074,Ca-New-2015-120901,31-12-2015,04-01-2016,Standard Class,BG-11035,OFF-SU-10001225,5.888,2.0,0.2,-1.3248
2869,6077,Ca-New-2016-151561,01-09-2016,07-09-2016,Standard Class,PG-18820,TEC-AC-10001432,468.9,6.0,0.0,206.316
2870,6078,Ca-New-2016-151561,01-09-2016,07-09-2016,Standard Class,PG-18820,TEC-AC-10003399,72.48,2.0,0.0,30.4416
2871,6079,Ca-New-2016-151561,01-09-2016,07-09-2016,Standard Class,PG-18820,OFF-SU-10001574,10.95,3.0,0.0,3.285
2872,6080,Ca-New-2016-151561,01-09-2016,07-09-2016,Standard Class,PG-18820,FUR-FU-10004864,191.82,3.0,0.0,61.3824
2873,6083,US-2016-132577,22-11-2016,27-11-2016,Standard Class,JE-15475,OFF-BI-10004040,6.216,6.0,0.8,-9.6348
2874,6084,US-2016-132577,22-11-2016,27-11-2016,Standard Class,JE-15475,OFF-AR-10003481,23.616,9.0,0.2,2.6568
2875,6085,US-2016-132577,22-11-2016,27-11-2016,Standard Class,JE-15475,TEC-AC-10000387,24.032,2.0,0.2,-0.6008
2876,6086,US-2016-132577,22-11-2016,27-11-2016,Standard Class,JE-15475,OFF-LA-10000262,2.088,1.0,0.2,0.6786
2877,6087,US-2016-132577,22-11-2016,27-11-2016,Standard Class,JE-15475,OFF-BI-10003196,4.488,6.0,0.8,-6.732
2878,6088,Ca-New-2015-114048,14-12-2015,18-12-2015,Standard Class,EH-13945,FUR-FU-10004351,29.22,3.0,0.0,12.8568
2879,6089,Ca-New-2015-137281,13-06-2015,17-06-2015,Standard Class,BF-10975,OFF-PA-10001870,6.48,1.0,0.0,3.1104
2880,6106,Ca-New-2015-147011,18-06-2015,22-06-2015,Standard Class,HR-14830,OFF-AR-10002399,13.632,4.0,0.2,3.5784
2881,6109,Ca-New-2016-150007,11-09-2016,16-09-2016,Standard Class,AS-10090,OFF-LA-10001982,6,2.0,0.2,2.1
2882,6110,Ca-New-2016-150007,11-09-2016,16-09-2016,Standard Class,AS-10090,OFF-BI-10004141,1.908,3.0,0.8,-3.2436
2883,6111,Ca-New-2016-124590,12-11-2016,16-11-2016,Standard Class,SP-20920,FUR-CH-10004495,1474.802,7.0,0.3,-21.0686
2884,6112,Ca-New-2016-124590,12-11-2016,16-11-2016,Standard Class,SP-20920,OFF-AP-10002311,110.096,2.0,0.2,33.0288
2885,6113,Ca-New-2016-124590,12-11-2016,16-11-2016,Standard Class,SP-20920,OFF-FA-10000585,16.752,6.0,0.2,5.4444
2886,6114,Ca-New-2016-124590,12-11-2016,16-11-2016,Standard Class,SP-20920,FUR-CH-10000454,1537.074,9.0,0.3,0
2887,6115,Ca-New-2016-124590,12-11-2016,16-11-2016,Standard Class,SP-20920,FUR-CH-10003746,449.372,2.0,0.3,-12.8392
2888,6116,Ca-New-2016-133802,14-03-2016,20-03-2016,Standard Class,SP-20650,OFF-BI-10003291,41.904,6.0,0.2,14.1426
2889,6117,US-2016-113677,13-11-2016,19-11-2016,Standard Class,CM-12655,TEC-PH-10002114,2279.96,4.0,0.0,592.7896
2890,6118,US-2016-113677,13-11-2016,19-11-2016,Standard Class,CM-12655,OFF-LA-10001569,14.94,3.0,0.0,6.8724
2891,6124,Ca-New-2015-142139,31-08-2015,05-09-2015,Standard Class,SD-20485,OFF-PA-10003883,20.96,4.0,0.2,6.812
2892,6128,Ca-New-2016-124100,31-03-2016,06-04-2016,Standard Class,EH-13990,FUR-CH-10003817,327.996,6.0,0.1,54.666
2893,6134,Ca-New-2016-148096,16-08-2016,19-08-2016,First Class,AO-10810,FUR-TA-10004152,161.28,2.0,0.2,12.096
2894,6135,Ca-New-2016-146766,04-11-2016,04-11-2016,Same Day,TT-21220,OFF-AR-10002135,192.8,4.0,0.0,55.912
2895,6136,Ca-New-2015-105613,18-10-2015,22-10-2015,Standard Class,KN-16705,TEC-AC-10000521,27.696,3.0,0.2,3.462
2896,6137,Ca-New-2015-105613,18-10-2015,22-10-2015,Standard Class,KN-16705,OFF-AP-10000026,73.164,6.0,0.8,-186.5682
2897,6138,US-2016-142251,31-10-2016,04-11-2016,Second Class,FO-14305,OFF-PA-10002986,32.064,6.0,0.2,11.2224
2898,6140,US-2015-113593,18-04-2015,20-04-2015,First Class,NC-18415,OFF-ST-10000532,115.44,3.0,0.0,30.0144
2899,6149,Ca-New-2016-161928,27-06-2016,29-06-2016,Second Class,AC-10660,TEC-PH-10003484,201.584,2.0,0.2,12.599
2900,6151,US-2016-106600,08-04-2016,11-04-2016,First Class,RM-19375,FUR-BO-10001608,354.9,5.0,0.0,88.725
2901,6158,Ca-New-2016-104150,03-08-2016,05-08-2016,Second Class,AG-10330,OFF-EN-10002504,81.54,3.0,0.0,38.3238
2902,6159,Ca-New-2016-104150,03-08-2016,05-08-2016,Second Class,AG-10330,TEC-AC-10004803,167.28,12.0,0.0,23.4192
2903,6160,Ca-New-2016-161025,03-12-2016,09-12-2016,Standard Class,GM-14440,OFF-ST-10001932,772.68,4.0,0.0,108.1752
2904,6168,Ca-New-2015-142433,20-04-2015,25-04-2015,Standard Class,ES-14020,OFF-PA-10002377,117.456,3.0,0.2,44.046
2905,6169,Ca-New-2015-132815,19-09-2015,22-09-2015,Second Class,RW-19540,OFF-PA-10004530,22.96,2.0,0.0,11.2504
2906,6171,Ca-New-2016-141523,19-12-2016,24-12-2016,Second Class,MH-17440,OFF-BI-10000948,34.248,3.0,0.2,11.5587
2907,6172,Ca-New-2016-141523,19-12-2016,24-12-2016,Second Class,MH-17440,OFF-AR-10001545,3.52,2.0,0.0,1.0208
2908,6176,Ca-New-2015-158421,21-09-2015,26-09-2015,Standard Class,GB-14575,FUR-CH-10000309,1690.04,4.0,0.0,422.51
2909,6177,Ca-New-2015-158421,21-09-2015,26-09-2015,Standard Class,GB-14575,OFF-ST-10002444,85.96,7.0,0.0,24.0688
2910,6178,Ca-New-2015-158421,21-09-2015,26-09-2015,Standard Class,GB-14575,OFF-EN-10001453,121.96,2.0,0.0,57.3212
2911,6179,Ca-New-2015-158421,21-09-2015,26-09-2015,Standard Class,GB-14575,OFF-PA-10001801,23.92,4.0,0.0,11.7208
2912,6180,Ca-New-2015-158421,21-09-2015,26-09-2015,Standard Class,GB-14575,OFF-ST-10000563,63.96,2.0,0.0,6.396
2913,6181,Ca-New-2015-158421,21-09-2015,26-09-2015,Standard Class,GB-14575,TEC-PH-10000369,629.95,5.0,0.0,176.386
2914,6182,Ca-New-2015-158421,21-09-2015,26-09-2015,Standard Class,GB-14575,TEC-PH-10002538,113.73,3.0,0.0,32.9817
2915,6183,Ca-New-2015-158421,21-09-2015,26-09-2015,Standard Class,GB-14575,OFF-BI-10000050,14.6,2.0,0.0,6.862
2916,6184,Ca-New-2015-158421,21-09-2015,26-09-2015,Standard Class,GB-14575,OFF-ST-10004186,887.84,8.0,0.0,17.7568
2917,6185,Ca-New-2016-143609,11-12-2016,13-12-2016,First Class,DB-13270,FUR-CH-10004218,403.92,5.0,0.2,25.245
2918,6186,Ca-New-2015-138331,07-08-2015,12-08-2015,Standard Class,JK-15625,OFF-AR-10002952,106.8,10.0,0.2,10.68
2919,6187,Ca-New-2015-138954,15-11-2015,17-11-2015,First Class,MH-17785,OFF-ST-10003058,70.95,3.0,0.0,20.5755
2920,6188,Ca-New-2015-138954,15-11-2015,17-11-2015,First Class,MH-17785,OFF-BI-10003963,34.944,6.0,0.2,11.7936
2921,6189,Ca-New-2015-138954,15-11-2015,17-11-2015,First Class,MH-17785,OFF-AR-10001955,119.04,6.0,0.0,35.712
2922,6191,Ca-New-2016-157259,24-12-2016,28-12-2016,Standard Class,JM-15535,FUR-FU-10003192,799.56,9.0,0.0,207.8856
2923,6198,Ca-New-2015-149909,13-11-2015,17-11-2015,Standard Class,RA-19915,OFF-PA-10000726,63.77,7.0,0.0,28.6965
2924,6199,Ca-New-2015-149909,13-11-2015,17-11-2015,Standard Class,RA-19915,TEC-PH-10001536,50.97,3.0,0.0,13.2522
2925,6200,Ca-New-2015-149909,13-11-2015,17-11-2015,Standard Class,RA-19915,OFF-PA-10001790,96.08,2.0,0.0,46.1184
2926,6201,Ca-New-2015-146675,16-04-2015,20-04-2015,Standard Class,SB-20185,TEC-CO-10001766,1439.968,4.0,0.2,485.9892
2927,6202,Ca-New-2015-146675,16-04-2015,20-04-2015,Standard Class,SB-20185,TEC-AC-10004396,43.56,3.0,0.2,-4.9005
2928,6203,Ca-New-2016-118332,16-12-2016,23-12-2016,Standard Class,PK-19075,FUR-CH-10001708,563.92,5.0,0.2,7.049
2929,6204,Ca-New-2016-133669,21-10-2016,27-10-2016,Standard Class,SV-20935,TEC-PH-10001305,235.152,8.0,0.4,-47.0304
2930,6206,Ca-New-2016-133697,20-10-2016,24-10-2016,Second Class,CM-12445,OFF-PA-10000726,51.016,7.0,0.2,15.9425
2931,6207,Ca-New-2016-133697,20-10-2016,24-10-2016,Second Class,CM-12445,OFF-FA-10003112,25.248,4.0,0.2,7.89
2932,6208,Ca-New-2016-133697,20-10-2016,24-10-2016,Second Class,CM-12445,FUR-CH-10002372,56.686,1.0,0.3,-14.5764
2933,6216,Ca-New-2015-161711,28-11-2015,03-12-2015,Standard Class,MC-17425,FUR-FU-10000087,68.16,3.0,0.0,27.9456
2934,6217,Ca-New-2015-161711,28-11-2015,03-12-2015,Standard Class,MC-17425,OFF-EN-10001539,62.24,8.0,0.0,29.2528
2935,6218,US-2015-129553,27-07-2015,02-08-2015,Standard Class,PG-18820,TEC-PH-10004897,29.97,3.0,0.0,0.2997
2936,6219,Ca-New-2016-160220,20-10-2016,26-10-2016,Standard Class,JS-16030,TEC-PH-10001300,125.7,6.0,0.0,35.196
2937,6220,Ca-New-2016-160220,20-10-2016,26-10-2016,Standard Class,JS-16030,TEC-PH-10001557,191.98,2.0,0.0,51.8346
2938,6221,Ca-New-2016-160220,20-10-2016,26-10-2016,Standard Class,JS-16030,OFF-ST-10000617,20.86,7.0,0.0,1.4602
2939,6226,Ca-New-2015-133445,05-10-2015,09-10-2015,Standard Class,JF-15490,FUR-BO-10003660,66.294,1.0,0.7,-103.8606
2940,6227,Ca-New-2015-133445,05-10-2015,09-10-2015,Standard Class,JF-15490,FUR-CH-10000422,291.168,4.0,0.2,-14.5584
2941,6229,Ca-New-2016-148208,22-01-2016,27-01-2016,Standard Class,BT-11530,TEC-PH-10004093,110.376,4.0,0.4,-20.2356
2942,6230,Ca-New-2016-148208,22-01-2016,27-01-2016,Standard Class,BT-11530,TEC-AC-10000171,55.176,3.0,0.2,15.8631
2943,6237,Ca-New-2016-144400,23-02-2016,27-02-2016,Standard Class,AC-10420,OFF-EN-10004386,57.576,3.0,0.2,21.591
2944,6238,US-2016-155180,22-01-2016,29-01-2016,Standard Class,TB-21280,OFF-BI-10004506,26.336,4.0,0.2,9.2176
2945,6239,Ca-New-2015-134075,12-12-2015,16-12-2015,Standard Class,HA-14905,FUR-FU-10004597,166.5,3.0,0.0,21.645
2946,6240,Ca-New-2015-134075,12-12-2015,16-12-2015,Standard Class,HA-14905,OFF-ST-10001496,360.38,2.0,0.0,93.6988
2947,6241,US-2016-131912,29-10-2016,01-11-2016,Second Class,LH-17155,OFF-BI-10004236,11.744,1.0,0.2,3.8168
2948,6244,Ca-New-2016-165561,24-11-2016,28-11-2016,Standard Class,CR-12580,OFF-SU-10004782,25.35,3.0,0.0,7.605
2949,6245,Ca-New-2015-112305,20-11-2015,25-11-2015,Standard Class,KB-16405,OFF-AR-10002067,119.04,6.0,0.0,30.9504
2950,6246,Ca-New-2015-112305,20-11-2015,25-11-2015,Standard Class,KB-16405,FUR-FU-10002364,22.14,3.0,0.0,6.4206
2951,6247,Ca-New-2015-112305,20-11-2015,25-11-2015,Standard Class,KB-16405,TEC-AC-10002018,13.98,2.0,0.0,6.0114
2952,6255,Ca-New-2015-151624,08-09-2015,14-09-2015,Standard Class,VW-21775,FUR-FU-10001731,21.36,8.0,0.0,8.1168
2953,6257,Ca-New-2015-133977,06-09-2015,08-09-2015,Second Class,AT-10435,OFF-BI-10003166,3.444,1.0,0.7,-2.5256
2954,6259,Ca-New-2015-133536,28-03-2015,30-03-2015,Second Class,JH-15820,OFF-EN-10004459,22.92,3.0,0.0,11.2308
2955,6260,Ca-New-2015-150441,13-08-2015,17-08-2015,Second Class,RA-19285,OFF-BI-10003529,11.36,4.0,0.0,5.5664
2956,6261,Ca-New-2015-162607,12-05-2015,18-05-2015,Standard Class,RO-19780,OFF-BI-10002949,14.592,3.0,0.2,4.9248
2957,6263,Ca-New-2016-132479,24-09-2016,26-09-2016,First Class,MK-17905,OFF-BI-10004584,442.372,7.0,0.8,-729.9138
2958,6265,US-2016-115952,06-10-2016,06-10-2016,Same Day,JH-15910,OFF-BI-10004654,28.85,5.0,0.0,14.425
2959,6268,Ca-New-2015-115392,01-10-2015,04-10-2015,Second Class,RM-19675,TEC-PH-10002496,311.98,2.0,0.0,93.594
2960,6269,Ca-New-2015-115392,01-10-2015,04-10-2015,Second Class,RM-19675,OFF-BI-10000829,22.45,5.0,0.0,10.327
2961,6274,US-2016-139087,17-07-2016,22-07-2016,Second Class,DK-13375,FUR-FU-10001847,12.42,3.0,0.0,4.4712
2962,6275,US-2016-139087,17-07-2016,22-07-2016,Second Class,DK-13375,TEC-AC-10004595,428.4,3.0,0.0,89.964
2963,6276,US-2016-139087,17-07-2016,22-07-2016,Second Class,DK-13375,FUR-FU-10004164,24.75,5.0,0.0,10.89
2964,6277,US-2016-139087,17-07-2016,22-07-2016,Second Class,DK-13375,OFF-LA-10001074,87.71,7.0,0.0,41.2237
2965,6278,US-2016-139087,17-07-2016,22-07-2016,Second Class,DK-13375,OFF-ST-10000604,69.52,2.0,0.0,17.38
2966,6279,US-2016-139087,17-07-2016,22-07-2016,Second Class,DK-13375,TEC-PH-10000148,20.784,2.0,0.2,-4.6764
2967,6280,US-2016-139087,17-07-2016,22-07-2016,Second Class,DK-13375,OFF-BI-10000042,12.816,3.0,0.2,4.1652
2968,6282,Ca-New-2015-116484,20-11-2015,26-11-2015,Standard Class,JK-15205,FUR-FU-10002874,63.824,2.0,0.2,9.5736
2969,6283,Ca-New-2015-116484,20-11-2015,26-11-2015,Standard Class,JK-15205,OFF-ST-10003994,141.552,3.0,0.2,-26.541
2970,6284,Ca-New-2016-100944,24-09-2016,28-09-2016,Standard Class,EH-13765,OFF-EN-10001453,304.9,5.0,0.0,143.303
2971,6285,Ca-New-2016-100944,24-09-2016,28-09-2016,Standard Class,EH-13765,FUR-CH-10000988,563.24,5.0,0.2,56.324
2972,6286,Ca-New-2016-125080,21-10-2016,26-10-2016,Standard Class,VW-21775,FUR-TA-10003238,661.176,2.0,0.4,-231.4116
2973,6287,Ca-New-2016-121020,24-10-2016,31-10-2016,Standard Class,CG-12040,TEC-PH-10001061,239.976,3.0,0.2,17.9982
2974,6290,US-2015-139675,13-03-2015,18-03-2015,Second Class,NF-18595,FUR-CH-10004063,915.136,4.0,0.2,102.9528
2975,6291,US-2015-139675,13-03-2015,18-03-2015,Second Class,NF-18595,FUR-FU-10001979,327.76,8.0,0.0,91.7728
2976,6293,Ca-New-2015-151253,22-04-2015,26-04-2015,Standard Class,AZ-10750,TEC-PH-10002923,88.776,3.0,0.2,7.7679
2977,6294,Ca-New-2015-151253,22-04-2015,26-04-2015,Standard Class,AZ-10750,OFF-AR-10004691,64.14,3.0,0.0,16.6764
2978,6296,Ca-New-2014-141313,28-12-2014,01-01-2015,Standard Class,AJ-10780,OFF-AP-10002651,1737.18,6.0,0.0,503.7822
2979,6297,Ca-New-2014-141313,28-12-2014,01-01-2015,Standard Class,AJ-10780,OFF-ST-10000689,704.25,5.0,0.0,84.51
2980,6298,Ca-New-2014-141313,28-12-2014,01-01-2015,Standard Class,AJ-10780,OFF-PA-10003302,141.76,4.0,0.0,66.6272
2981,6306,Ca-New-2016-163328,04-11-2016,06-11-2016,Second Class,TP-21565,OFF-SU-10002301,17.584,7.0,0.2,-4.1762
2982,6307,Ca-New-2016-163328,04-11-2016,06-11-2016,Second Class,TP-21565,FUR-CH-10003298,104.784,1.0,0.2,-14.4078
2983,6308,Ca-New-2016-163328,04-11-2016,06-11-2016,Second Class,TP-21565,OFF-PA-10004353,47.952,3.0,0.2,16.7832
2984,6309,Ca-New-2016-163328,04-11-2016,06-11-2016,Second Class,TP-21565,FUR-CH-10000229,650.352,3.0,0.2,-97.5528
2985,6310,Ca-New-2016-163328,04-11-2016,06-11-2016,Second Class,TP-21565,OFF-LA-10003930,629.184,8.0,0.2,228.0792
2986,6311,Ca-New-2016-163328,04-11-2016,06-11-2016,Second Class,TP-21565,OFF-PA-10000176,15.176,1.0,0.2,5.3116
2987,6325,Ca-New-2015-110289,29-10-2015,02-11-2015,Standard Class,NB-18655,OFF-PA-10002986,33.4,5.0,0.0,16.032
2988,6326,Ca-New-2015-110289,29-10-2015,02-11-2015,Standard Class,NB-18655,OFF-EN-10001434,210.84,4.0,0.0,103.3116
2989,6337,Ca-New-2016-165995,30-08-2016,06-09-2016,Standard Class,BG-11740,FUR-FU-10000672,47.04,4.0,0.0,15.9936
2990,6338,Ca-New-2016-165995,30-08-2016,06-09-2016,Standard Class,BG-11740,TEC-PH-10004908,339.96,5.0,0.2,42.495
2991,6343,Ca-New-2015-146255,07-03-2015,10-03-2015,First Class,EM-14140,TEC-AC-10004469,119.85,3.0,0.0,52.734
2992,6344,Ca-New-2015-146255,07-03-2015,10-03-2015,First Class,EM-14140,OFF-BI-10000309,30.44,2.0,0.0,14.9156
2993,6345,Ca-New-2015-146255,07-03-2015,10-03-2015,First Class,EM-14140,OFF-BI-10001765,69.28,2.0,0.0,33.2544
2994,6346,Ca-New-2015-146255,07-03-2015,10-03-2015,First Class,EM-14140,TEC-PH-10001619,587.97,3.0,0.0,170.5113
2995,6348,Ca-New-2015-104486,01-05-2015,06-05-2015,Standard Class,PO-18850,OFF-BI-10000309,12.176,1.0,0.2,4.4138
2996,6349,Ca-New-2015-104486,01-05-2015,06-05-2015,Standard Class,PO-18850,OFF-ST-10000876,37.32,3.0,0.0,10.4496
2997,6350,Ca-New-2015-104486,01-05-2015,06-05-2015,Standard Class,PO-18850,OFF-SU-10002573,35.06,2.0,0.0,10.518
2998,6353,US-2015-161347,13-09-2015,19-09-2015,Standard Class,HG-14845,OFF-BI-10004209,2.412,1.0,0.7,-2.01
2999,6354,US-2015-109015,06-09-2015,12-09-2015,Standard Class,BS-11590,OFF-AP-10001962,8.39,1.0,0.0,2.0975
3000,6355,US-2015-109015,06-09-2015,12-09-2015,Standard Class,BS-11590,TEC-PH-10002922,337.98,2.0,0.0,101.394
3001,6361,Ca-New-2015-115693,10-12-2015,15-12-2015,Standard Class,FC-14245,OFF-AR-10003582,56.3,2.0,0.0,15.764
3002,6370,Ca-New-2016-103919,03-10-2016,07-10-2016,Standard Class,TP-21565,FUR-FU-10001756,38.08,5.0,0.6,-29.512
3003,6371,Ca-New-2016-113425,21-11-2016,21-11-2016,Same Day,JK-16120,FUR-BO-10002598,113.568,2.0,0.2,12.7764
3004,6377,Ca-New-2016-163216,07-10-2016,10-10-2016,First Class,AW-10930,OFF-LA-10000134,4.928,2.0,0.2,1.7248
3005,6378,US-2016-116442,15-12-2016,22-12-2016,Standard Class,BP-11230,FUR-FU-10002364,14.76,2.0,0.0,4.2804
3006,6382,Ca-New-2016-127236,29-03-2016,02-04-2016,Standard Class,TB-21595,FUR-BO-10004015,299.975,5.0,0.5,-167.986
3007,6383,Ca-New-2016-127236,29-03-2016,02-04-2016,Standard Class,TB-21595,TEC-PH-10000141,158.376,4.0,0.4,-36.9544
3008,6390,Ca-New-2015-147529,07-02-2015,11-02-2015,Standard Class,DK-12835,OFF-EN-10000056,311.15,5.0,0.0,146.2405
3009,6391,Ca-New-2015-147529,07-02-2015,11-02-2015,Standard Class,DK-12835,OFF-PA-10003349,12.96,2.0,0.0,6.3504
3010,6392,Ca-New-2016-129126,14-12-2016,19-12-2016,Standard Class,PK-19075,OFF-PA-10001471,14.62,2.0,0.0,6.7252
3011,6393,Ca-New-2016-129126,14-12-2016,19-12-2016,Standard Class,PK-19075,OFF-LA-10003190,5.76,2.0,0.0,2.8224
3012,6394,Ca-New-2016-129126,14-12-2016,19-12-2016,Standard Class,PK-19075,OFF-FA-10000621,21.48,6.0,0.0,10.5252
3013,6395,Ca-New-2016-129126,14-12-2016,19-12-2016,Standard Class,PK-19075,FUR-FU-10002937,396.92,4.0,0.0,198.46
3014,6396,Ca-New-2016-129126,14-12-2016,19-12-2016,Standard Class,PK-19075,OFF-ST-10004507,17.15,1.0,0.0,4.6305
3015,6397,Ca-New-2016-129126,14-12-2016,19-12-2016,Standard Class,PK-19075,OFF-BI-10000279,23.12,2.0,0.2,7.803
3016,6405,Ca-New-2015-156328,30-11-2015,05-12-2015,Standard Class,RM-19375,TEC-PH-10001198,177.48,3.0,0.2,19.9665
3017,6417,Ca-New-2016-111976,08-03-2016,12-03-2016,Standard Class,BD-11620,TEC-PH-10002890,108.576,4.0,0.4,-25.3344
3018,6418,Ca-New-2016-111976,08-03-2016,12-03-2016,Standard Class,BD-11620,OFF-FA-10004968,5.984,2.0,0.2,-1.3464
3019,6419,Ca-New-2016-140130,31-10-2016,05-11-2016,Standard Class,HW-14935,OFF-SU-10001218,21.96,2.0,0.0,6.1488
3020,6420,Ca-New-2016-140130,31-10-2016,05-11-2016,Standard Class,HW-14935,FUR-CH-10002084,368.97,3.0,0.0,81.1734
3021,6421,Ca-New-2016-140130,31-10-2016,05-11-2016,Standard Class,HW-14935,OFF-AR-10004269,12.39,3.0,0.0,3.4692
3022,6422,Ca-New-2016-140130,31-10-2016,05-11-2016,Standard Class,HW-14935,OFF-ST-10001128,332.94,3.0,0.0,9.9882
3023,6424,Ca-New-2015-149650,24-10-2015,27-10-2015,First Class,RD-19660,FUR-CH-10003956,454.272,8.0,0.2,-73.8192
3024,6426,Ca-New-2016-143714,23-05-2016,27-05-2016,Standard Class,CC-12370,TEC-CO-10004722,8399.976,4.0,0.4,1119.9968
3025,6427,Ca-New-2016-143714,23-05-2016,27-05-2016,Standard Class,CC-12370,OFF-BI-10004308,6.294,1.0,0.7,-4.196
